308.5	        0         0         0 -0.229811 0.0464377 -0.425917  0.873856         0         0         0
308.51	0.000191795 -3.7734e-06 5.08499e-05    -0.24681   0.0715089   -0.424003    0.868442   0.0383589 -0.00075468     0.01017
308.52	 0.000749597 -1.51821e-05  0.000222661    -0.263566    0.0964686    -0.421635     0.862236    0.0732016  -0.00152706    0.0241922
308.53	   0.0016336 -3.29716e-05  0.000554791    -0.280112     0.121419    -0.418962      0.85514     0.103599  -0.00203084    0.0422339
308.54	  0.00279977 -5.35658e-05    0.0010881     -0.29631     0.146171    -0.415861     0.847286     0.129634  -0.00208801    0.0644277
308.55	  0.00420756 -7.09166e-05   0.00186061    -0.312248     0.170769    -0.412429     0.838595     0.151926  -0.00138216    0.0900753
308.56	  0.00581766 -8.32527e-05   0.00291094    -0.327858     0.195279    -0.408621     0.829099     0.170093  -0.00108505      0.11999
308.57	  0.00758771 -9.14454e-05   0.00428086    -0.343174     0.219533    -0.404465     0.818807     0.183916 -0.000553478     0.153994
308.58	  0.00947632 -9.58701e-05   0.00601382    -0.358119     0.243681    -0.399892     0.807748     0.193806 -0.000331471     0.192599
308.59	  0.0114438 -9.8376e-05  0.00815262   -0.372717    0.267505   -0.394927    0.795962    0.199684 -0.00016971    0.235162
308.6	   0.0134473 -9.52022e-05    0.0107372    -0.387052     0.291144    -0.389574     0.783364     0.201013  0.000804482     0.281749
308.61	  0.0154473 -8.5232e-05   0.0138073    -0.40103    0.314548   -0.383855    0.769994    0.198987  0.00118955    0.332285
308.62	   0.0174051 -7.11543e-05     0.017402    -0.414553     0.337623    -0.377802     0.755925     0.192587   0.00162599     0.386644
308.63	   0.0192766 -5.00439e-05    0.0215618    -0.427723     0.360349    -0.371417     0.741115     0.181711   0.00259607     0.445327
308.64	   0.0210176 -1.73288e-05    0.0263282    -0.440466     0.382762    -0.364632     0.725622     0.166497   0.00394696     0.507943
308.65	  0.0225862 3.07545e-05   0.0317403   -0.452784    0.404808   -0.357524    0.709432    0.147204   0.0056697    0.574483
308.66	 0.0239421 9.6181e-05  0.0378392  -0.464697   0.426507  -0.350058   0.692538   0.123983 0.00741559   0.645289
308.67	 0.0250472 0.00017825  0.0446643  -0.476172   0.447795  -0.342243   0.674988  0.0970363 0.00899823   0.719741
308.68	  0.0258613 0.000277071   0.0522545   -0.487145    0.468718   -0.334189    0.656742   0.0657775   0.0107659    0.798294
308.69	  0.0263435 0.000393938   0.0606491   -0.497719    0.489152   -0.325778    0.637867   0.0306682   0.0126077    0.880619
308.7	 0.0204042 0.00674158 -0.0122895  -0.585656   0.336395  -0.396359   0.621889          0          0          0
308.71	  0.020431 0.00638196 -0.0123436   -0.59116   0.351953  -0.405837   0.601627 0.00536366 -0.0719252 -0.0108308
308.72	  0.020515 0.00532432 -0.0124962  -0.596153   0.367235  -0.415067   0.580912  0.0114507  -0.139603 -0.0196761
308.73	 0.0206632 0.00361184 -0.0127269  -0.600655   0.382221  -0.424019   0.559758  0.0181772  -0.202893 -0.0264707
308.74	 0.0208837 0.00128659 -0.0130146  -0.604708   0.396922  -0.432622   0.538162  0.0259222  -0.262157 -0.0310793
308.75	  0.0211864 -0.00161013  -0.0133373   -0.608287    0.411293   -0.440923    0.516152    0.034611   -0.317187  -0.0334495
308.76	   0.021579 -0.00503696   -0.013672   -0.611429    0.425343   -0.448846    0.493735    0.043913   -0.368179  -0.0335012
308.77	  0.0220694 -0.00895348  -0.0139976   -0.614093    0.439078   -0.456448    0.470909   0.0541732   -0.415125  -0.0316092
