308.5	        0         0         0 -0.229889 0.0462914 -0.425772  0.873914         0         0         0
308.51	 0.000191703 -3.54571e-06  5.09035e-05    -0.246896    0.0713582    -0.423867     0.868497    0.0383406 -0.000709143    0.0101807
308.52	  0.00074923 -1.42739e-05  0.000222872    -0.263658    0.0963137    -0.421508     0.862287    0.0731648   -0.0014365     0.024213
308.53	  0.00163277 -3.09368e-05  0.000555257    -0.280212      0.12126    -0.418844     0.855188     0.103543  -0.00189608    0.0422639
308.54	  0.00279828 -4.99663e-05   0.00108891    -0.296416     0.146008    -0.415751     0.847331     0.129559  -0.00190981    0.0644661
308.55	  0.00420522 -6.53214e-05   0.00186184    -0.312361     0.170602    -0.412329     0.838636      0.15183  -0.00116121    0.0901212
308.56	  0.00581426 -7.52375e-05   0.00291266    -0.327978     0.195108     -0.40853     0.829136     0.169978 -0.000822015     0.120042
308.57	  0.00758305 -8.05931e-05   0.00428313      -0.3433     0.219359    -0.404383     0.818841      0.18378 -0.000249098     0.154052
308.58	   0.0094702 -8.17696e-05   0.00601671    -0.358252     0.243504    -0.399819     0.807778     0.193649  1.37811e-05     0.192663
308.59	   0.011436 -8.0622e-05  0.00815618   -0.372856    0.267325   -0.394864    0.795988    0.199506  0.00021574    0.235231
308.6	   0.0134376 -7.33969e-05    0.0107414    -0.387198      0.29096     -0.38952     0.783386     0.200814   0.00122929     0.281821
308.61	   0.0154355 -5.89841e-05    0.0138123    -0.401182     0.314362    -0.383811     0.770012     0.198765   0.00165327     0.332361
308.62	    0.017391 -4.00788e-05    0.0174078    -0.414711     0.337434    -0.377768     0.755939     0.192343   0.00212778     0.386722
308.63	   0.0192599 -1.37638e-05    0.0215684    -0.427887     0.360158    -0.371392     0.741126     0.181444   0.00313521     0.445406
308.64	  0.0209982 2.45255e-05   0.0263355   -0.440635    0.382569   -0.364617    0.725628    0.166208  0.00452265    0.508023
308.65	  0.0225637 7.85449e-05   0.0317485   -0.452959    0.404613   -0.357518    0.709435    0.146891  0.00628124    0.574563
308.66	  0.0239164 0.000150263   0.0378481   -0.464877    0.426309   -0.350062    0.692536    0.123646  0.00806244    0.645367
308.67	   0.025018 0.000238974    0.044674   -0.476357    0.447596   -0.342257    0.674983   0.0966753  0.00967971    0.719819
308.68	  0.0258283 0.000344779    0.052265   -0.487335    0.468518   -0.334213    0.656733   0.0653921   0.0114813    0.798369
308.69	  0.0263066 0.000468967   0.0606603   -0.497914     0.48895   -0.325811    0.637854    0.030258   0.0133563    0.880691
308.7	        0         0         0 -0.585791  0.336179 -0.396247  0.621949         0         0         0
308.71	 2.69865e-05 -0.000359478 -5.40704e-05    -0.591301     0.351732    -0.405735     0.601688    0.0053973   -0.0718955   -0.0108141
308.72	 0.000111551  -0.00141667 -0.000206359      -0.5963     0.367009    -0.414973     0.580972    0.0115155    -0.139543   -0.0196437
308.73	 0.000260482  -0.00312839 -0.000436697    -0.600807      0.38199    -0.423933     0.559818    0.0182707    -0.202802   -0.0264237
308.74	 0.000482045  -0.00545258 -0.000723908    -0.604865     0.396687    -0.432545     0.538221    0.0260421    -0.262034   -0.0310186
308.75	0.000786029 -0.00834791 -0.00104588   -0.608449    0.411054   -0.440854     0.51621   0.0347548   -0.317033  -0.0333762
308.76	 0.00118019   -0.011773 -0.00137984   -0.611596      0.4251   -0.448786    0.493792   0.0440783   -0.367991  -0.0334161
308.77	 0.00167237  -0.0156875 -0.00170449   -0.614265    0.438831   -0.456396    0.470966   0.0543577   -0.414903  -0.0315133
308.78	 0.00227149  -0.0200485 -0.00200094   -0.616468    0.452239   -0.463573    0.447824   0.0654646   -0.457306  -0.0277771
308.79	 0.00298657   -0.024813 -0.00224844   -0.618179    0.465304   -0.470423    0.424322   0.0775516   -0.495592  -0.0217227
308.8	 0.00382541  -0.0299391 -0.00242384   -0.619478    0.477983   -0.476884    0.400451   0.0902165    -0.52962  -0.0133572
308.81	 0.00479577  -0.0353838 -0.00250576   -0.620266    0.490331   -0.482985    0.376261    0.103855   -0.559324 -0.00302676
308.82	 0.00590543  -0.0411064 -0.00247353   -0.620552    0.502256   -0.488735     0.35184    0.118079   -0.585188  0.00947242
308.83	  0.0071628  -0.0470654 -0.00230686   -0.620329    0.513808    -0.49414    0.327137    0.133395   -0.606617   0.0238623
308.84	   0.008578  -0.0532176 -0.00198684   -0.619675    0.524959   -0.499124    0.302153    0.149643   -0.623817    0.040141
308.85	  0.0101592  -0.0595223 -0.00149167   -0.618546    0.535668   -0.503762     0.27692    0.166592   -0.637131   0.0588927
308.86	   0.0119135   -0.0659383 -0.000799277    -0.616876     0.545997    -0.508038     0.251492     0.184265    -0.646067    0.0795866
308.87	  0.0138479  -0.0724227 0.000110512   -0.614718    0.555887   -0.511953    0.225867    0.202616   -0.650816    0.102371
308.88	 0.0159715 -0.0789346 0.00126119  -0.612108   0.565331   -0.51547   0.200037   0.222121  -0.651554   0.127765
308.89	 0.0182935 -0.0854333 0.00267475  -0.609084   0.574324  -0.518534   0.174044   0.242271  -0.648182   0.154945
308.9	 0.0208204 -0.0918784 0.00436951  -0.605549   0.582901   -0.52121   0.147911   0.263115  -0.640853   0.184008
308.91	 0.0235593 -0.0982266 0.00636589  -0.601574   0.591013  -0.523453   0.121695   0.284654  -0.628783   0.215268
308.92	 0.0265172  -0.104432 0.00868414  -0.597087   0.598651  -0.525355  0.0954262   0.306935  -0.612373   0.248381
308.93	0.0297027 -0.110453 0.0113433 -0.592148  0.605823 -0.526855 0.0690118  0.330155   -0.5917  0.283457
308.94	0.0331241 -0.116246 0.0143653  -0.58678  0.612515 -0.527924  0.042553  0.354133 -0.566936  0.320928
308.95	0.0367908  -0.12177  0.017773  -0.58096  0.618763 -0.528545  0.016053  0.379201 -0.537914  0.360621
308.96	 0.0407117  -0.126982  0.0215878  -0.574655   0.624526  -0.528801 -0.0104175   0.404984   -0.50444   0.402339
308.97	  0.044896  -0.131838  0.0258308  -0.567938    0.62979  -0.528631 -0.0368753   0.431877  -0.466743   0.446269
308.98	 0.0493526  -0.136296  0.0305235  -0.560743   0.634535  -0.528128 -0.0633548   0.459432  -0.424953   0.492257
308.99	 0.0540866  -0.140317   0.035687  -0.553149   0.638779  -0.527186 -0.0897977   0.487364   -0.37915   0.540449
309	         0          0          0  -0.523939   0.613248  -0.590957 -0.0135845          0          0          0
309.01	 0.000289916  1.34276e-05 -0.000167331    -0.522926     0.622511    -0.582261    0.0008015    0.0579831   0.00268552   -0.0334663
309.02	  0.00115813  5.35779e-05 -0.000650787     -0.52171     0.631581    -0.573317    0.0152263      0.11566   0.00534453   -0.0632249
309.03	 0.00260057 0.000121361 -0.00141575    -0.52028    0.640437   -0.564152   0.0296742    0.172826    0.008212   -0.089767
309.04	 0.00461082 0.000216887 -0.00242873   -0.518635    0.649049    -0.55481   0.0440307    0.229224   0.0108933    -0.11283
