840.34	-2.28675 -2.42594 0.252649 -0.74074 0.581805 0.203075  0.26752        0        0        0	 -0.106255  -0.155856 -0.0468587   0.846589   0.108319    1.65815	  0.0335591   0.0302229 0.000802562  0.00390552  0.00497237  0.00179591  0.00136348           0           0           0
841.33	 -1.28452  -3.18154  0.266834 -0.938698  0.113455  0.306238  0.110414         0         0         0	 -0.115634  -0.147165 -0.0641054   0.827702  0.0976383    1.66117	  0.0435978   0.0171761 0.000810841 0.000761749  0.00630179 0.000742891  0.00205568           0           0           0
841.55	 -1.28436  -3.18281  0.267136 -0.928587  0.119227  0.330093  0.120626         0         0         0	 -0.132292  -0.134343 -0.0416478   0.817969    0.10148    1.66514	  0.0436147   0.0171745 0.000817065 0.000801647   0.0062376  0.00081525  0.00221839           0           0           0
842.49	 -0.295486   -2.34275   0.286526  -0.827429  -0.469104   0.302524 -0.0615004          0          0          0	 -0.173736  -0.122185 -0.0189433   0.800788  0.0960009    1.65335	  0.0324608  0.00636946 0.000829829  0.00315835  0.00557094 0.000415141  0.00203729           0           0           0
842.71	 -0.295992   -2.34274   0.283919  -0.825572  -0.460711     0.3169 -0.0758302          0          0          0	 -0.183436   -0.11934 -0.0136295   0.796767  0.0947187    1.65058	  0.0324609  0.00637339 0.000835851  0.00310202  0.00555867 0.000513475  0.00213454           0           0           0
843.63	0.0576908  -1.09491  0.310444 -0.750037 -0.579636  0.290953 -0.129668         0         0         0	-0.157817 -0.133639 0.0100888  0.797783 0.0880831    1.6618	  0.0163479  0.00601021 0.000848546  0.00392838  0.00508326 0.000879379  0.00197223           0           0           0
843.83	0.0584359  -1.09549   0.31202 -0.741848 -0.571939  0.320411 -0.141011         0         0         0	-0.152248 -0.136747  0.015245  0.798004 0.0866406   1.66424	  0.0163553  0.00601425  0.00085443   0.0038764  0.00502796 0.000957251  0.00217236           0           0           0
844.76	 0.255599  0.193504  0.321044 -0.737827 -0.594611  0.286642 -0.141015         0         0         0	-0.136484  -0.15252 0.0359608  0.799046 0.0779042   1.67595	 0.00774325   0.0073425 0.000875188  0.00406601  0.00504198 0.000966277  0.00195656           0           0           0
844.91	 0.255108  0.193102  0.321338 -0.735421 -0.592677  0.294168 -0.146136         0         0         0	-0.130084 -0.155723 0.0313499  0.798958 0.0811195   1.67723	  0.0077419  0.00733889 0.000881117  0.00405524  0.00502901  0.00100248  0.00200991           0           0           0
845.91	  0.488936    1.40086   0.342305  -0.870159  -0.379871   0.307655 -0.0622116          0          0          0	 -0.17851 -0.168569  0.030576  0.802675 0.0805569   1.69057	  0.0207752  0.00968011 0.000929641  0.00261184  0.00597928 0.000451205   0.0021165           0           0           0
846.17	  0.486756     1.3998   0.343681  -0.862934  -0.380202   0.326042 -0.0669892          0          0          0	-0.154597 -0.167632 0.0442021  0.798769 0.0799653   1.69775	  0.0207614  0.00965651 0.000935406  0.00261636  0.00593491 0.000477423  0.00224587           0           0           0
847.08	  1.46064   1.41689  0.366074 -0.912761  0.275956  0.259149  0.153483         0         0         0	-0.156192 -0.170529 0.0575393  0.790382 0.0746824   1.69914	  0.0209955   0.0219442 0.000978362  0.00190404  0.00629731  0.00106693  0.00179976           0           0           0
847.3	  1.46037    1.4169  0.365672 -0.904579  0.278899  0.279022  0.161554         0         0         0	-0.159606 -0.171933 0.0540222  0.787867 0.0705973   1.70022	  0.0209957   0.0219408 0.000983938  0.00192541  0.00624481  0.00112578  0.00193763           0           0           0
848.28	  2.26029  0.563508  0.389906 -0.745437  0.589562  0.192337  0.244433         0         0         0	-0.168228 -0.186322 0.0394907  0.788706 0.0464238   1.70592	 0.0108513  0.0327308 0.00103379 0.00408527 0.00516425 0.00170304 0.00135066          0          0          0
848.51	  2.26111  0.564111  0.390039 -0.739913  0.585464  0.205324  0.260006         0         0         0	-0.159061 -0.179611 0.0401454  0.783832 0.0463287   1.71002	  0.010858  0.0327421 0.00103906 0.00405919 0.00513047 0.00181588 0.00143543          0          0          0
849.47	   1.67068  -0.099777   0.406533 -0.0971466   0.945864 -0.0434663   0.306619          0          0          0	-0.182403 -0.185387 0.0401534  0.776622 0.0568785   1.73201	 0.00777896   0.0247646  0.00106951  0.00658934 0.000676839   0.0021551 0.000318175           0           0           0
849.8	   1.67324 -0.0987053   0.407974 -0.0930713   0.936098 -0.0523712   0.335136          0          0          0	-0.162212  -0.18388 0.0522876  0.779808  0.057095   1.73581	 0.00777748   0.0247993  0.00107445  0.00652706 0.000651042  0.00235001 0.000393042           0           0           0
850.77	  0.541581 -0.0962276   0.422907 0.00410888   0.949104 -0.0855539   0.303092          0          0          0	-0.179158 -0.170594 0.0383681  0.749709 0.0453785   1.73917	 0.00777138   0.0106694  0.00109296  0.00663597 2.96496e-05  0.00211955 0.000598623           0           0           0
851.2	  0.546381 -0.0966918   0.426943  0.0101568   0.942888 -0.0821561   0.322661          0          0          0	 -0.18667 -0.164704 0.0321975  0.736366 0.0401846   1.74066	 0.00777315   0.0107202  0.00109761  0.00659283 7.31954e-05  0.00225671  0.00057668           0           0           0
851.85	  0.159612 -0.0770682   0.426274  -0.306299   0.898335  0.0201773   0.314273          0          0          0	 -0.18097 -0.170336 0.0410459  0.744446 0.0614474   1.71922	 0.00773191  0.00759699   0.0011089  0.00631543  0.00215441  0.00221033 0.000209507           0           0           0
852.31	  0.165485 -0.0785374   0.427139  -0.294698     0.8982  0.0200114   0.325559          0          0          0	-0.221355 -0.139025 0.0490446  0.726066 0.0360793   1.73039	0.00773463 0.00762589 0.00111366 0.00634297 0.00208244 0.00229901 0.00021719          0          0          0
853.15	0.0351004 -0.963878  0.440968 -0.594716  0.743747  0.112113  0.283875         0         0         0	  -0.167878   -0.127061   0.0477741    0.713353 -0.00251501     1.75124	  0.0155985  0.00721634  0.00114361   0.0052829  0.00422441  0.00202074 0.000812456           0           0           0
853.42	0.0363839 -0.966345  0.438054 -0.588629  0.739216  0.118056  0.305185         0         0         0	  -0.197989   -0.124261   0.0268049    0.717228 -0.00705409     1.75096	 0.0156295 0.00721884 0.00114856 0.00525641 0.00418621 0.00217455 0.00085453          0          0          0
854.3	 -0.35717  -2.22315  0.446212 -0.473315  0.822319 0.0817288  0.305097         0         0         0	 -0.235929 -0.0897795 -0.0230961   0.707175  -0.054583    1.75266	   0.032407  0.00867125  0.00121241   0.0058605  0.00337339  0.00218166 0.000604637           0           0           0
854.51	-0.357414  -2.22226  0.447345  -0.47287  0.814879 0.0871589  0.323681         0         0         0	  -0.207281  -0.0709488 -0.00904449    0.697573     -0.0552     1.75617	   0.032395  0.00867376  0.00121695  0.00580988  0.00337174  0.00231686 0.000637523           0           0           0
855.46	 -1.39496   -2.5803  0.473519  0.171118  0.934734 -0.138017   0.27918         0         0         0	 -0.244426 -0.0331227 -0.0211568   0.695409 -0.0559772    1.76659	  0.0373717   0.0209433  0.00126477  0.00668301  0.00122544  0.00201517 0.000993166           0           0           0
855.71	 -1.39322  -2.57924  0.474757  0.173047  0.930502 -0.143344  0.289263         0         0         0	 -0.235207 -0.0166206 -0.0321322   0.695713 -0.0481894     1.7666	 0.0373571  0.0209202 0.00126905 0.00665715 0.00123948  0.0020894 0.00103669          0          0          0
856.62	 -2.26295  -1.79329  0.496699  0.543732  0.779004 -0.243518  0.195468         0         0         0	 -0.288277   0.048544 -0.0426877    0.68632 -0.0482371    1.77836	  0.026524  0.0328921 0.00132245 0.00558951 0.00390396 0.00143141  0.0017583          0          0          0
856.9	-2.26409 -1.79675 0.498246 0.541341  0.77058 -0.26194 0.211054        0        0        0	 -0.242767  0.0761245  0.0122113   0.683192 -0.0593302    1.78354	 0.0265709  0.0329084 0.00132663 0.00553444 0.00388894  0.0015379 0.00189873          0          0          0
857.79	 -2.01043 -0.769292   0.51638  0.890698  0.320935 -0.321756  0.011468         0         0         0	 -0.285909   0.122724 -0.0611622   0.679999 -0.0897991    1.82148	  0.0136181   0.0293712   0.0013714  0.00231078  0.00641928 0.000179551  0.00234111           0           0           0
858.01	  -2.01089  -0.769306   0.517428   0.886234   0.318014   -0.33683 0.00124034          0          0          0	 -0.286158   0.152992 -0.0282003   0.688178 -0.0851065    1.82238	  0.0136191   0.0293778  0.00137541  0.00229158  0.00638988 0.000147458  0.00245367           0           0           0
858.98	  -0.764681   -0.369595    0.556623    0.948996 0.000315758   -0.295283   -0.110523           0           0           0	 -0.356733   0.257695 -0.0211174   0.694788 -0.0809676    1.83568	  0.0100877    0.013088  0.00142737 4.73047e-05  0.00686071 0.000807082  0.00216489           0           0           0
859.21	  -0.764803   -0.368707    0.556693    0.944418 -0.00493243   -0.309393   -0.111028           0           0           0	 -0.395791   0.283996  -0.007314   0.698797 -0.0808807    1.83907	  0.0100828   0.0130901  0.00143132 6.40663e-05  0.00683011 0.000814604   0.0022661           0           0           0
860.15	 0.540083 -0.545207    0.5887  0.939427 -0.144782 -0.271514 -0.150978         0         0         0	 -0.486737   0.386137 -0.0344634   0.671029 -0.0264995    1.83579	 0.0114168  0.0120347 0.00148829 0.00105179 0.00680563 0.00110335 0.00199518          0          0          0
860.4	 0.538089 -0.544087  0.589259  0.927394 -0.148043 -0.300699 -0.166145         0         0         0	 -0.538094   0.421684 -0.0145615   0.661971 -0.0139081    1.84024	 0.0114073  0.0120147 0.00149199  0.0010766 0.00672139 0.00121361 0.00220471          0          0          0
861.36	  1.91363 -0.755465  0.614941  0.944571  0.075366 -0.301604 -0.105546         0         0         0	 -0.623952   0.517768 -0.0317726   0.644095  0.0872115    1.79723	  0.0134868   0.0298503  0.00155045 0.000547375  0.00685723 0.000777471  0.00221464           0           0           0
861.6	  1.90984 -0.754551  0.616073  0.935412 0.0594966 -0.331554 -0.107406         0         0         0	 -0.695233   0.602389 0.00620242   0.603743  0.0949232     1.8258	  0.0134771   0.0297981  0.00155387 0.000433171  0.00679529 0.000788665  0.00242725           0           0           0
862.58	  2.63097  0.460708  0.682601  0.664476  0.678601 -0.291203  0.114773         0         0         0	  -0.72027   0.705411 -0.0152677   0.591788  0.0891716    1.79834	  0.0120808   0.0399579  0.00162458  0.00493901  0.00483871 0.000857621  0.00213754           0           0           0
862.83	  2.63007  0.459093  0.683113  0.662381  0.659556 -0.330134  0.131337         0         0         0	-0.830977  0.808226 0.0385207  0.560049   0.10623   1.82037	  0.0120665   0.0399456  0.00162798  0.00480293  0.00482787 0.000982457  0.00241604           0           0           0
863.8	    1.805   1.52187  0.729382  0.101654  0.947812 -0.164592  0.253432         0         0         0	-0.972265  0.937729 0.0246867  0.569027  0.166887   1.81267	   0.025051   0.0283224  0.00168061  0.00691945 0.000744504  0.00187242  0.00121069           0           0           0
864.02	  1.80665    1.5206  0.728986  0.112842  0.929082 -0.177062  0.304503         0         0         0	-1.15246   1.0779 0.119975 0.518485 0.152027  1.87673	  0.0250342   0.0283455  0.00168385  0.00678562 0.000828644  0.00224172  0.00129755           0           0           0
865.09	  0.623991   0.496844   0.822921  -0.435831   0.838666 -0.0273169   0.325491          0          0          0	 -1.35948   1.34661 0.0645392  0.525604 -0.357539   1.53659	  0.0124393   0.0131982  0.00172862  0.00613554  0.00318525  0.00239329 0.000234855           0           0           0
865.33	  0.620289   0.494769   0.823954  -0.392354   0.856244 -0.0392073   0.333717          0          0          0	-1.49206  1.67087 0.497923 0.567689 -0.50531  1.50285	  0.0124196   0.0131594   0.0017318  0.00626834  0.00287017  0.00245572 0.000304146           0           0           0
866.1	  0.30424  0.324647  0.902773  0.688804  0.642044 -0.324731 0.0887568         0         0         0	  -2.415  1.88421 0.851493 0.426781 -1.05815  2.09601	  0.0109472   0.0103618  0.00174846  0.00473053  0.00507944 0.000673377  0.00239721           0           0           0
866.5	 0.296659  0.379969  0.909891  0.716213  0.660646 -0.201188  -0.10055         0         0         0	 -1.38903   2.85651   1.55013  0.662043 -0.238921    1.2061	  0.0113883   0.0103124  0.00175274  0.00488826  0.00530166 0.000754953  0.00149777           0           0           0
867.15	 0.262626 0.0281114   1.04546  0.886684  0.413579 -0.174848 -0.110327         0         0         0	-2.58905  2.62115  1.36764 0.514169 0.533209  1.18254	 0.00948691   0.0101008  0.00174844  0.00308992  0.00662523 0.000842952  0.00132051           0           0           0
867.4	  0.247992  0.0127291    1.03699   0.862572    0.33037  -0.379965 -0.0495178          0          0          0	-2.58905  2.62115  1.36764 0.514169 0.533209  1.18254	 0.00946196    0.010016  0.00175125  0.00248305  0.00648007 0.000433576  0.00287033           0           0           0
