1143.8	 -0.39624 -0.355218  0.211464  0.363386 -0.300537  0.747234  0.468263         0         0         0	   1.16377   -1.45362   -2.27212    2.08587 -0.0476929   0.800049	 0.118521  0.288325  0.028686 0.0209635 0.0259092  0.033196  0.052598         0         0         0
1144.64	 0.630115   1.40607  0.801573  0.075704 -0.497875 0.0930347  0.858915         0         0         0	  2.0368 -2.22187 -2.44709  2.48093 -0.12303   1.9198	  0.268464   0.184445   0.031896  0.0364603 0.00632593  0.0639702 0.00691828          0          0          0
1144.94	  0.634406    1.42567   0.802998 -0.0970144  -0.476618  -0.332771    0.80789          0          0          0	   1.56983   -1.36957    -2.3096    2.63654 -0.0975406    2.16792	  0.271062   0.184124  0.0319405  0.0358112 0.00772052  0.0613218  0.0252167          0          0          0
1145.51	  0.531547    1.41122   0.761878 -0.0671208  -0.443225  -0.264835   0.853762          0          0          0	  1.05732 -0.815957  -1.30192   2.27264 -0.194248   2.41241	  0.268482   0.192466  0.0315957  0.0345239 0.00541728  0.0677374  0.0211858          0          0          0
1145.91	 0.564042   1.40071  0.779072 -0.183452  -0.23689  -0.78627  0.540378         0         0         0	  0.736103  -0.614321  -0.825772    1.90824 -0.0126487    2.20589	 0.267017  0.189738 0.0315959 0.0193085 0.0149529 0.0440453 0.0640874         0         0         0
1146.6	 0.958805   1.15593  0.805286 -0.043112 -0.299162 -0.428371  0.851553         0         0         0	   0.181996   -0.266498 -0.00441686     1.27966    0.300611     1.84964	  0.233432    0.16605   0.031596  0.0243841 0.00351431  0.0694086  0.0349158          0          0          0
1146.88	 0.955823   1.15451  0.807047 -0.160871 -0.282939 -0.657677  0.679358         0         0         0	    0.1437   -0.24098 -0.0232697    1.10799   0.243859    1.49263	 0.233244  0.166147 0.0315962  0.023395 0.0133017  0.056173 0.0543803         0         0         0
1147.6	   1.0586 -0.366883  0.766434 -0.154088 -0.267209 -0.646701  0.697591         0         0         0	  0.045224  -0.175361 -0.0717485   0.666543  0.0979272   0.574614	 0.151595  0.163651 0.0315964 0.0220944  0.012741 0.0576807 0.0534728         0         0         0
1147.76	  1.05868  -0.36474  0.765205 -0.196347 -0.261195 -0.683417  0.652814         0         0         0	-0.0548081   0.600613 -0.0715348   0.504651  0.0528597    0.36968	 0.151444   0.16365 0.0315966 0.0217191 0.0163355 0.0541079 0.0566466         0         0         0
1148.54	 0.407972  -1.81217   0.75989 -0.239078 -0.194105 -0.799338  0.515969         0         0         0	  0.0381902   -0.353365   -0.242322    0.127636 -0.00319053    0.245907	 0.334836  0.204465 0.0319398 0.0166046 0.0202696 0.0431442 0.0668683         0         0         0
